ID,Address,Latitude,Longitude,Points for Mapping,Status,Applicant Submit Date,Issue Date,Business Name,DBA,Permit Type,Permit for Existing Business,Serving/Catering,HACCP Plan,Allergen Awareness Certification Expiration,Anti-Choking Expiration,Food Protection Expiration,Frozen Mix Pasteurized,Frozen Mix Purchased,Frozen Mix Purchased At,Manufacturing Ice Cream,Serving Tobacco,Serving Soft Serve,Serving Milk,Bacteria Testing Lab,Retail Area Size,Number of Seats,Recycling Contractor,Recycling (Containers),Recycling (Cardboard),Recycling (Food Scraps),Recycling (Oil),Recycling (Other),Recycling (Paper),Rubbish Removal Company,Pick Up,Saturday Pick Up,Dumpster Responsibility,Dumpster License Application,Dumpster Count,Grease Removal Company,Extermination Company,Sunday Hours,Monday Hours,Tuesday Hours,Wednesday Hours,Thursday Hours,Friday Hours,Saturday Hours
29825,"1124 Cambridge St,  Cambridge, MA 02139",42.373,-71.0959,POINT (-71.095921 42.373008),Complete,9/3/19,11/25/19,Midwest Grill,Midwest Grill,Alcohol,,TRUE,No,11/27/20,11/27/20,12/21/23,,,,,,,TRUE,,,125,Republic Services,Yes,Yes,Yes,Yes,N/A,Yes,Republic Services,,,Yes,No,1,Baker Commodities Inc.,"Page Exterminating Service, Inc.",11:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am,8:00 am - 1:00 am
30033,"220 Alewife Brook Pkwy,  Cambridge, MA 02138",42.3885,-71.1424,POINT (-71.142398 42.388508),Complete,1/2/19,1/24/19,"Freepoint Hotel Cambridge, Tapestry Collection","Freepoint Hotel Cambridge, Tapestry Collection",Alcohol,Yes,,No,4/27/22,2/16/20,5/17/21,,,,,,,TRUE,,,75,City of Cambridge,No,Yes,No,No,N/A,Yes,Casella Waste,,,No,No,,N/A,EcoLab,"7:00 AM -11:00 AM, and 5:00 PM-11:00 PM","7:00 AM -11:00 AM, and 5:00 PM-11:00 PM","7:00 AM -11:00 AM, and 5:00 PM-11:00 PM","7:00 AM -11:00 AM, and 5:00 PM-11:00 PM","7:00 AM -11:00 AM, and 5:00 PM-11:00 PM","7:00 AM -11:00 AM, and 5:00 PM-11:00 PM","7:00 AM -11:00 AM, and 5:00 PM-11:00 PM"
26321,"300 Athenaeum St,  Cambridge, MA 02142",42.3644,-71.0815,POINT (-71.081484 42.364351),Complete,11/12/18,11/14/18,Charles River Recreation,Community Skating at Kendall Square,Non Alcohol,Yes,,No,11/12/18,11/12/18,11/12/18,,,,,,,,,,0,na,No,No,No,No,na,No,na,,,Yes,No,,na,na,11am-6pm,12pm-8pm,12pm-8pm,12pm-8pm,12pm-8pm,12pm-9pm,11am-9pm
22443,"40 Prospect St,  Cambridge, MA 02139",42.3661,-71.1033,POINT (-71.103276 42.366126),Complete,10/11/19,12/31/19,"Improvisation Center of Boston, Inc.",ImprovBoston,Alcohol,,,No,10/22/23,1/31/20,10/12/21,,,,,,,,,,140,Waste Management,Yes,Yes,No,No,N/A,Yes,Waste Management,,,No,Yes,1,N/A,Urban Pest Control,8:00 AM - 1:00 AM,8:00 AM - 1:00 AM,8:00 AM - 1:00 AM,8:00 AM - 1:00 AM,8:00 AM - 1:00 AM,8:00 AM - 1:00 AM,8:00 AM - 1:00 AM
27324,"7 Broad Canal Way,  Cambridge, MA 02142",42.3633,-71.0828,POINT (-71.082784 42.363326),Complete,11/21/18,11/27/18,Shanti Boston LLC ,Shanti Cambridge ,Alcohol,Yes,TRUE,No,6/20/21,10/27/20,3/7/20,,,,,,,,,,49,"Clean Way Waste Services, Inc.",No,Yes,Yes,Yes,Food Waste ,No,"Clean Way Waste Services, Inc.",,TRUE,No,Yes,1,A & K Waste Systems Inc,Ehrlich Pest Control ,11:00 am - 11:00 PM ,11:00 am - 11:00 PM ,11:00 am - 11:00 PM ,11:00 am - 11:00 PM ,11:00 am - 11:00 PM ,11:00 am - 11:00 PM ,11:00 am - 11:00 PM 
51111,"272 Brookline St,  Cambridge, MA 02139",42.3574,-71.1079,POINT (-71.107873 42.357391),Complete,6/24/19,7/12/19,Dimi's Place Inc.,Dimi's Place,Non Alcohol,Yes,FALSE,No,11/5/20,6/24/19,11/5/20,,,,,,,TRUE,,,36,Caselli,Yes,Yes,Yes,Yes,0,Yes,Caselli,na,,No,Yes,1,A- Martucci & Sons,Ecolab,Closed,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM
19689,"403 Massachusetts Ave,  Cambridge, MA 02139",42.3636,-71.1001,POINT (-71.100059 42.363579),Complete,8/27/18,8/29/18,Lafayette Square Cafe LLC,New City,Non Alcohol,No,,No,8/7/23,2/1/19,12/8/20,Yes,Yes,Brothers in Cream LLC,TRUE,,,TRUE,"Microbac Laboratories, Inc.",,50,Waste Management,Yes,Yes,No,No,none,Yes,Waste Management,,,No,No,,Windriver Envrionmental,Big Blue Bug,8:30 - 10:00pm,8:30 - 10:30pm,8:30 - 10:30pm,8:30 - 10:30pm,8:30 - 10:30pm,8:30 - 11:30pm,8:30 - 11:30pm
20668,"50 Broadway,  Cambridge, MA 02142",42.3631,-71.0859,POINT (-71.085888 42.363143),Complete,10/22/19,10/23/19,Boston Marriott Hotel Cambridge,Cambridge Marriott Hotel - Champions,Alcohol,,,No,5/10/21,3/25/19,1/24/23,,,,,,,TRUE,,,166,Waste Management,Yes,Yes,Yes,Yes,none,Yes,Waste Management,,,Yes,No,,Baker Comodities,EcoLab,7:00am-12:00am,6:30am-12:00am,6:30am-12:00am,6:30am-12:00am,6:30am-12:00am,6:30am-12:00am,7:00am-12:00am
49051,"1432 Massachusetts Ave,  Cambridge, MA 02138",42.3741,-71.1191,POINT (-71.119074 42.374096),Complete,4/2/19,6/14/19,Mashed LLC,Otto,Non Alcohol,Yes,,No,6/13/21,5/11/20,5/5/24,,,,,,,TRUE,,,18,University Common Real Estate,Yes,Yes,No,No,N/A,Yes,University Common Real Estate,,,Yes,No,,Baker Commodities,General Environmental,10:30 AM-12:00 AM,10:30 AM-12:00 AM,10:30 AM-12:00 AM,10:30 AM-12:00 AM,10:30 AM-12:00 AM,10:30 AM-12:00 AM,10:30 AM-12:00 AM
56774,"2465 Massachusetts Ave,  Cambridge, MA 02140",42.3988,-71.1317,POINT (-71.131705 42.39883),Complete,9/23/19,9/30/19,Bright Horizons at Mass Ave,Bright Horizons at Mass Ave,Non Alcohol,Yes,,No,6/29/23,6/5/21,9/13/22,,,,,,,TRUE,,,0,City of Cambridge,No,Yes,No,No,No,Yes,Wastequip,,,Yes,Yes,1,Copesan,Copesan,Closed,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,Closed
45205,"621 Cambridge St,  Cambridge, MA 02141",42.372,-71.0866,POINT (-71.086584 42.371987),Complete,4/12/19,4/22/19,Somerville Live Poultry Co Inc,Mayflower Poultry Co,Retail,Yes,,No,4/22/19,4/22/19,9/17/23,,,,,,,,,600,,waste management,No,No,No,No,none,No,Waste Management,,,Yes,Yes,2,Martucci,Waltham Services,closed,10 am to 4 pm,10 am to 4 pm,10 am to 4 pm,10 am to 4 pm,10 am to 4 pm,9 am to 4 pm
47330,"11 Bow St,  Cambridge, MA 02138",42.3717,-71.1159,POINT (-71.115933 42.371669),Complete,5/21/19,5/28/19,HUDS Adams House,HUDS Adams House,Non Alcohol,Yes,,Yes,6/1/22,8/1/19,10/20/20,Yes,Yes,Sysco/Hood/SweetChills,,,TRUE,TRUE,Morrell Associates,,212,Republic Services,Yes,Yes,Yes,Yes,None,Yes,Republic Services,,,No,No,,Baker Commodities,Best Pest,7am-9:30pm,7am-9:30pm,7am-9:30pm,7am-9:30pm,7am-9:30pm,7am-9:30pm,7am-9:30pm
16859,"6 Jfk St,  Cambridge, MA 02138",42.3733,-71.1194,POINT (-71.119373 42.373344),Complete,5/28/19,6/10/19,CVS Pharmacy Inc.,CVS pharmacy # 240,Retail,,,No,6/27/18,6/27/18,6/27/18,,,,,,,TRUE,,8879,,jrm hauling,No,Yes,No,No,na,No,jrm hauling,,,No,No,,na,ecolab,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours
50260,"330 Mt Auburn St,  Cambridge, MA 02138",42.3746,-71.1359,POINT (-71.13585 42.374614),Complete,6/26/19,7/10/19,Mount Auburn Hospital - Cafeteria,Cafeteria,Non Alcohol,Yes,,No,6/7/22,6/27/19,8/20/19,,,,,,,TRUE,,,185,Save that Stuff,Yes,Yes,Yes,Yes,None,Yes,Republic Services,,,Yes,Yes,2,Independence Biodiesel,Ultrafast,7:00am - 6:30 pm,6:30 am - 7:00 pm,6:30 am - 7:00 pm,6:30 am - 7:00 pm,6:30 am - 7:00 pm,6:30 am - 7:00 PM,7:00 AM - 6:30 PM
16637,"250 Massachusetts Ave,  Cambridge, MA 02139",42.3616,-71.0976,POINT (-71.097576 42.361602),Complete,6/4/20,6/4/20,Restaurant Associates,Novartis Coffee Bar,Non Alcohol,,TRUE,No,7/28/21,3/31/22,6/22/21,,,,,,,TRUE,,,125,harvey,Yes,Yes,No,Yes,N/A,No,Save that Stuff,,,Yes,No,,Bakers Commodities,Waltham Checmical,closed,7 am to 4 pm,7 am to 4 pm,7 am to 4 pm,7 am to 4 pm,7 am to 4 pm,closed
17028,"1722 Massachusetts Ave,  Cambridge, MA 02138",42.3839,-71.1197,POINT (-71.119686 42.3839),Complete,7/2/18,7/5/18,"Sheng Lin, Inc.",Poke City,Non Alcohol,Yes,,Yes,8/4/22,7/2/18,7/21/22,,,,,,,,,,14,JRM,Yes,Yes,Yes,No,N/A,Yes,JRM,,,No,Yes,1,N/A,A-1 Exterminators,10:30a.m. - 11:00p.m.,10:30a.m. - 11:00p.m.,10:30a.m. - 11:00p.m.,10:30a.m. - 11:00p.m.,10:30a.m. - 11:00p.m.,10:30a.m. - 11:00p.m.,10:30a.m. - 11:00p.m.
46323,"330 River St,  Cambridge, MA 02139",42.3618,-71.114,POINT (-71.114017 42.361823),Complete,5/7/19,5/13/19,"Walgreen Eastern Co., Inc.",Walgreens #19487,Retail,Yes,,No,6/30/19,6/30/19,6/30/19,,,,,,,TRUE,,1000,,Waste management,No,Yes,No,No,na,Yes,Waste management,,,Yes,Yes,1,na,Rentokil,"08:00 (AM)	09:00 (PM","08:00 (AM)	10:00 (PM)","08:00 (AM)	10:00 (PM)","08:00 (AM)	10:00 (PM)","08:00 (AM)	10:00 (PM)","08:00 (AM)	10:00 (PM)","08:00 (AM)	09:00 (PM"
46847,"0 Harvard Sq,  Cambridge, MA 02138",42.3736,-71.119,POINT (-71.119014 42.373586),Complete,5/14/19,6/3/19,"Metro Donuts, Inc",Dunkin' Donuts,Non Alcohol,Yes,,No,12/24/20,7/18/19,10/22/20,,,,,,,TRUE,,620,0,N/A,No,No,No,No,N/A,No,Republic,,,No,No,,Wind River,Buono Pest,5am to 12am,5am to 12am,5am to 12am,5am to 12am,5am to 12am,5am to 12am,5am to 12am
27355,"90 Sherman St,  Cambridge, MA 02140",42.3885,-71.1324,POINT (-71.132385 42.388499),Complete,11/19/19,1/29/20,Gran Gusto,Gran Gusto,Alcohol,,,Yes,9/30/22,9/30/20,9/24/23,,,,,,,TRUE,,,86,Republic Services,Yes,Yes,Yes,Yes,Republic Services,Yes,Republic Services,,,Yes,No,,Republic Services,Terminix,4:30 Pm - 10Pm,12PM - 10PM,12Pm-10PM,12Pm-10PM,12Pm-10PM,12Pm-11PM,12Pm-11PM
22281,"40 Brattle St,  Cambridge, MA 02138",42.3736,-71.1214,POINT (-71.121362 42.373628),Complete,9/28/18,11/7/18,Brattle Film Foundation,The Brattle Theatre,Alcohol,Yes,,No,12/31/19,12/31/19,12/31/19,,,,,,,TRUE,,,10,Brattle Square Associates,Yes,Yes,No,No,Not applicable,Yes,Brattle Square Associated,,,Yes,No,,Not applicable,Orkin,11AM - 1 AM,8AM - 1AM,8AM - 1AM,8AM - 1AM,8AM - 1AM,8AM - 1AM,8AM - 1AM
24149,"90 Broadway,  Cambridge, MA 02142",42.3637,-71.0871,POINT (-71.087144 42.363661),Complete,10/22/18,10/26/18,Dogma Restaurant Group,Meadhall,Alcohol,Yes,,No,3/23/23,4/19/19,11/22/20,,,,,,,TRUE,,,207,Boston Properties & Newport Biodiesel,Yes,Yes,Yes,Yes,All empty containers,Yes,Boston Properties,,,Yes,No,,Newport Biodiesel,Pestex,3:00pm-1:00am,11:30am-1:00am,11:30am-1:00am,11:30am-1:00am,11:30am-1:00am,11:30am-1:00am,11:30am-1:00am
52570,"90 Broadway,  Cambridge, MA 02142",42.3637,-71.0871,POINT (-71.087144 42.363661),Complete,7/29/19,10/3/19,Restaurant Associates ,The Greens Cafe,Non Alcohol,No,,No,4/3/23,8/9/19,4/2/23,,,,,,,,,,70,Charles George,Yes,Yes,No,Yes,n/a,No,Charles George,,,Yes,No,,Charles George,Waltham pest control,closed,11 am to 2:30 pm,11 am to 2:30 pm,11 am to 2:30 pm,11 am to 2:30 pm,11 am to 2:30 pm,closed
16580,"100 Putnam Ave,  Cambridge, MA 02139",42.3669,-71.1131,POINT (-71.113101 42.366924),Complete,6/26/19,6/27/19,Martin Luther King School,Martin Luther King School ,Non Alcohol,,,No,4/18/22,4/18/22,4/18/22,,,,,,,TRUE,,,150,City,Yes,Yes,Yes,No,n/a,Yes,City,,,Yes,No,,n/a,Bain Pest Control,Closed,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,Closed
52240,"300 Binney St,  Cambridge, MA 02142",42.3662,-71.0876,POINT (-71.087573 42.366154),Complete,6/3/20,6/3/20,Aramark at Biogen ,Biogen 300 Binney st,Retail,,,No,2/11/21,12/8/20,5/18/22,,,,,,,TRUE,,900,,EI Harvey,Yes,Yes,Yes,Yes,n/a,Yes,EI Harvey,,,Yes,No,,Bakers Commodity,Waltam,n/a,6:00 to 4:00,6:00 to 4:00,6:00 to 4:00,6:00 to 4:00,6:00 to 4:00,n/a
24863,"1287 Cambridge St,  Cambridge, MA 02139",42.3736,-71.0989,POINT (-71.098942 42.373589),Complete,10/29/18,11/20/18,"Inman Exchange, Inc.",Ginger Exchange,Alcohol,Yes,,Yes,1/18/23,1/18/20,8/14/22,,,,,,,,,,80,Waste Choice,Yes,Yes,No,Yes,"Beer Bottles, Soda Cans",Yes,Waste Choice,,,No,No,,Newport Biodiesel,NW Pest Control,12PM-10PM,"11:30AM-3PM, 5PM-11PM","11:30AM-3PM, 5PM-11PM","11:30AM-3PM, 5PM-11PM","11:30AM-3PM, 5PM-12AM","11:30AM-3PM, 5PM-12AM",11:30AM-12AM
47613,"200 Cambridgepark Dr,  Cambridge, MA 02140",42.3954,-71.1489,POINT (-71.148907 42.39541),Complete,5/15/19,5/29/19,Chef Louies inc,Chef Louie's,Non Alcohol,Yes,TRUE,No,10/1/22,12/10/22,10/17/22,,,,,,,TRUE,,1500,40,on file,Yes,Yes,No,No,n/a,Yes,on file,,,Yes,No,,on file,on file,closed,3-Jun,3-Jun,3-Jun,3-Jun,3-Jun,closed
16614,"222 Third St,  Cambridge, MA 02141",42.3671,-71.081,POINT (-71.080991 42.367078),Complete,6/19/18,8/22/18,American Food and Vending Corporation,American Food & Vending Corp,Retail,Yes,,No,,,,,,,,,,,,300,,,,,,,,,,,,No,No,,,,,9:00 am - 5:00 PM,9:00 am - 5:00 PM,9:00 am - 5:00 PM,9:00 am - 5:00 PM,9:00 am - 5:00 PM,
52844,"822 Somerville Ave,  Cambridge, MA 02140",42.3883,-71.1185,POINT (-71.118473 42.388323),Complete,7/31/19,8/6/19,Kaizen Corp III,Anna's Taqueria,Retail,Yes,TRUE,No,11/30/22,12/3/20,9/11/20,,,,,,,TRUE,,1000,45,Mall Oversees this,No,No,No,No,no,No,Harvey,,,Yes,No,,Baker Commodities,Ecolab,8am-11:30pm,8am-11:30pm,8am-11:30pm,8am-11:30pm,8am-11:30pm,8am-11:30pm,8am-11:30pm
16395,"5 Third St,  Cambridge, MA 02141",42.3723,-71.0797,POINT (-71.079743 42.372262),Complete,6/13/18,6/13/18,Courtyard Donuts,Dunkin Donuts,Non Alcohol,Yes,,No,,,,No,No,,FALSE,,FALSE,TRUE,,,12,,,No,No,No,,No,JRM,,,Yes,Yes,1,Johns Sewer,General Environmental,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours
48684,"699 Mt Auburn St,  Cambridge, MA 02138",42.3751,-71.1487,POINT (-71.148745 42.375065),Complete,6/6/19,6/18/19,"Star Markets Company, Inc.",Starbucks Kiosk in Star #2565,Retail,Yes,,No,1/19/22,1/19/22,1/19/22,,,,,,,TRUE,,460,,Casella,Yes,Yes,No,Yes,Elge Plumbing (Oil),Yes,Casella Waste,,,No,No,,"Wind River Environmental, LLC",Rentokil/Ehrlich,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM
29794,"143 First St,  Cambridge, MA 02142",42.3665,-71.078,POINT (-71.07801 42.366496),Complete,10/16/19,12/30/19,helmand resturant,"Helmand Cambridge, Inc.",Alcohol,,FALSE,No,12/19/20,7/24/23,8/23/23,,Yes,,FALSE,FALSE,FALSE,TRUE,,,119,Cassella,Yes,Yes,Yes,Yes,na,Yes,Casella,,,No,Yes,2,Americana, Pest end inc,5 to 10,5 to 10,5 to 10,5 to 10,5 to 10,5 to 11,5 to 11
28291,"2304 Massachusetts Ave,  Cambridge, MA 02140",42.3952,-71.128,POINT (-71.128013 42.395205),Complete,12/3/18,12/5/18,Homebrew Emporium Inc.,Modern Homebrew Emporium,Retail,Yes,,No,12/3/18,12/3/18,12/3/18,,,,,,,,,836,,Waste Management,No,No,No,No,na,No,Waste Management,,,Yes,No,,na,na,10AM - 5PM,11AM - 7PM,11AM - 7AM,11AM - 7PM,11AM - 7PM,11AM - 8PM,9AM - 7PM
17164,"414 Cambridge St,  Cambridge, MA 02141",42.3713,-71.083,POINT (-71.083016 42.37134),Complete,7/9/18,7/23/18,The Brothers Market,Brothers Market,Retail,Yes,,No,7/9/18,10/20/18,7/9/18,,,,,TRUE,,TRUE,,0,,Cambridge Recycling,Yes,Yes,No,No,N/A,Yes,Cassella,,,Yes,No,,N/A,N/A,7:00am-8:00pm,7:00am-9:00pm,7:00am-9:00pm,7:00am-9:00pm,7:00am-9:00pm,7:00am-9:00pm,7:00am-8:00pm
22932,"2261 Massachusetts Ave,  Cambridge, MA 02140",42.3945,-71.1267,POINT (-71.12668 42.394467),Complete,10/5/18,12/14/18,"Teyya & Son, LLC",Yummy Thai,Non Alcohol,No,,No,10/5/23,10/8/18,8/2/22,,,,,,,,,,10,"Save That Stuff, Inc.",Yes,Yes,Yes,Yes,N/A,Yes,Jim's Clean-Up,,,No,Yes,1,"A & K Waste Systems, Inc.",Security Bed Bug Exterminators,11AM - 11PM,11AM - 11PM,11AM - 11PM,11AM - 11PM,11AM - 11PM,11AM - 11PM,11AM - 11PM
29670,"450 Massachusetts Ave,  Cambridge, MA 02139",42.3635,-71.1011,POINT (-71.1011 42.363476),Complete,9/15/19,9/30/19,Veggie Galaxy LLC,Veggie Galaxy,Alcohol,,,No,11/6/20,9/23/21,10/1/20,,,,,,,TRUE,,,88,Property Manager/Lifecycle Renewables,Yes,Yes,No,Yes,No,Yes,Property Manager,,,Yes,No,,Lifecycle Renewables Inc.,Ecolab Pest Elimination,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 11:00 pm,9:00 am - 11:00 pm
26854,"460 Massachusetts Ave,  Cambridge, MA 02139",42.3636,-71.1011,POINT (-71.10107 42.363645),Complete,11/15/18,11/20/18,mary chung restaurant,mary chung restaurant,Alcohol,Yes,,No,10/15/18,12/12/18,11/29/18,,,,,,,,,,70,lifecycle,No,No,No,Yes,no,No,mit,,,Yes,No,,lifecycle,braman,1130am-10pm,1130am-10pm,closed,1130am-10pm,1130am-10pm,1130am-11pm,1130am-11pm
60735,"100 Main St,  Cambridge, MA 02142",42.3615,-71.0826,POINT (-71.082553 42.361518),Complete,11/13/19,11/18/19,Restaurant Associates LLC,100 Main Marketplace,Non Alcohol,Yes,,No,5/20/24,12/31/19,7/31/24,,,,,,,TRUE,,,200,Save that Stuff,No,Yes,No,Yes,n/a,No,MIT,,,Yes,No,,Baker Commodities,Heritage Pest,closed,7 am to 3 pm,7 am to 3 pm,7 am to 3 pm,7 am to 3 pm,7 am to 3 pm,closed
48734,"699 Mt Auburn St,  Cambridge, MA 02138",42.3751,-71.1487,POINT (-71.148745 42.375065),Complete,6/7/19,6/10/19,ADVANCED FRESH CONCEPTS FRANCHISE CORP. ,AFC SUSHI @ STAR MARKET #2565,Retail,Yes,,Yes,10/11/22,12/31/19,4/9/24,,,,,,,,,200,,"""SAME AS STAR MARKET""",No,No,No,No,N/A,No,"""SAME AS STAR MARKET""",,,Yes,No,,"""SAME AS STAR MARKET""","""SAME AS STAR MARKET""",9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM
27832,"450 Massachusetts Ave,  Cambridge, MA 02139",42.3635,-71.1011,POINT (-71.1011 42.363476),Complete,11/28/18,11/28/18,"La Fabrica Central, LLC",La Fabrica,Alcohol,Yes,TRUE,No,1/22/22,3/2/19,8/21/19,,,,,,,TRUE,,,249,Waste Management,Yes,Yes,No,Yes,n/a,Yes,Waste Management,,,Yes,No,,Boston Precision Serv,Orkin,11:30am-2am,11:30am-2am,11:30am-2am,11:30am-2am,11:30am-2am,11:30am-2am,11:30am-2am
46107,"600 Memorial Dr,  Cambridge, MA 02139",42.3539,-71.1066,POINT (-71.10664 42.35386),Complete,5/3/19,7/24/19,Massachusetts Institute of Technology,Zigo Cafe,Non Alcohol,Yes,,No,11/29/22,5/31/20,3/23/23,,,,,,,TRUE,,,0,Casella Waste Systems,Yes,Yes,Yes,Yes,none,Yes,Casella Waste Systems,,,No,No,,Newport Biodiesel,EHS Pest Services,Closed,8 am to 3 pm,8 am to 3 pm,8 am to 3 pm,8 am to 3 pm,8 am to 3 pm,Closed
43617,"60 Wadsworth St,  Cambridge, MA 02142",42.3617,-71.084,POINT (-71.08402 42.361702),Complete,4/1/19,4/2/19,Technology Children center,Technology children center,Non Alcohol,Yes,,No,9/9/20,4/1/19,4/1/19,,,,,,,TRUE,,,0,,No,No,No,No,,No,,,,No,No,,,,closed,8:00AM-6:00PM,8:00AM-6:00PM,8:00AM-6:00PM,8:00AM-6:00PM,8:00AM-6:00PM,closed
45559,"4 Central Sq,  Cambridge, MA 02139",42.365,-71.1044,POINT (-71.104427 42.365028),Complete,4/25/19,4/26/19,swami pramukh llc,star variety,Retail,Yes,FALSE,No,4/11/21,4/4/20,4/8/21,,,,FALSE,TRUE,FALSE,TRUE,,500,,landlord,No,Yes,No,No,no,No,landlord,,,Yes,No,,store supply,the Exterminator,7:00 am - 9:00 pm,6:00 am - 10:00 pm,6:00 am - 10:00 pm,6:00 am - 10:00 pm,6:00 am - 10:00 pm,6:00 am - 10:00 pm,7:00 am - 10:00 pm
23910,"912 Massachusetts Ave,  Cambridge, MA 02139",42.3683,-71.1088,POINT (-71.108815 42.368284),Complete,10/18/18,12/20/18,"Curlocom,, LLC",Plough and Stars,Alcohol,Yes,,No,11/13/19,9/20/20,9/15/19,,,,,,,TRUE,,,60,,No,No,No,No,,No,Waste Management,,,Yes,No,,Lifecycle,A1,10A-1A,11A-1A,11A-1A,11A-1A,11A-2A,11A-2A,10A-2A
19527,"1585 Massachusetts Ave,  Cambridge, MA 02138",42.3791,-71.1197,POINT (-71.11974 42.379122),Complete,5/7/19,5/13/19,Restaurant Associates,Harvard Law Hark Box,Non Alcohol,,,No,1/31/19,3/31/21,1/29/22,,,,,,,TRUE,,,435,Harvard Law - Republic,Yes,Yes,No,No,none,No,Harvard Law School,,,Yes,No,,Wind River,Best Pest,closed,10 am to 2 pm,10 am to 2 pm,10 am to 2 pm,10 am to 2 pm,10 am to 2 pm,closed
27196,"47 Palmer St,  Cambridge, MA 02138",42.3743,-71.1201,POINT (-71.120078 42.374298),Complete,11/22/19,12/13/19,47 Palmer Inc.,Club Passim,Alcohol,,,No,10/31/21,12/31/20,11/25/24,,,,,,,TRUE,,,125,Harvard Real Estate/Newport Biodiesel,Yes,Yes,No,Yes,none,Yes,Harvard Real Estate Services,,,Yes,No,,LifeCycle Renewables,Braman,10:00 am to 1:00 am,8:30 am to 1:00 am,8:30 am to 1:00 am,8:30 am to 1:00 am,8:30 am to 1:00 am,8:30 am to 1:00 am,8:30 am to 1:00 am
21337,"20 University Rd,  Cambridge, MA 02138",42.3723,-71.1237,POINT (-71.123732 42.372348),Complete,9/17/18,10/10/18,Legal Sea Foods LLC,Legal Sea Foods,Alcohol,Yes,,No,10/3/21,6/26/20,1/10/22,,,,,,,TRUE,,,210,Through Land Lord,Yes,Yes,Yes,Yes,n/a,Yes,Landlord,,,Yes,No,,Tri State Biodeisel,Steritech,11am-10pm,11am-10pm,11am-10pm,11am-10pm,11am-10pm,11am-11pm,11am-10pm
45131,"1725 Massachusetts Ave,  Cambridge, MA 02138",42.384,-71.1191,POINT (-71.119081 42.384049),Complete,4/19/19,4/22/19,"JR's Automotive, Inc.",JR's Automotive,Retail,Yes,,No,1/1/20,1/1/20,1/1/20,,,,FALSE,TRUE,,,,,0,City,Yes,Yes,No,No,None,Yes,Republic Services,,,No,Yes,1,N/A (NO FOOD SERVICE),Best Pest Control,7:00 AM - 10:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM
51372,"640 Concord Ave,  Cambridge, MA 02138",42.3891,-71.1482,POINT (-71.148189 42.38913),Complete,7/9/19,7/29/19,Neville Communities Home Incorporated ,Neville Center @ Fresh Pond,Non Alcohol,Yes,,No,6/16/22,5/30/20,2/28/20,Yes,Yes,,FALSE,,,TRUE,,,112,DP Trucking,No,Yes,No,No,N/A,Yes,DP Trucking,,,Yes,No,,Wind River Environmental ,Roach Busters Pest Control,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours
19023,"1350 Massachusetts Ave,  Cambridge, MA 02138",42.373,-71.1185,POINT (-71.11848 42.372971),Complete,6/4/19,6/4/19,Bon Me Foods LLC,Bon Me,Non Alcohol,,,No,9/1/20,1/1/00,8/21/20,,,,,,,,,,0,By Bldg Owner,Yes,Yes,No,No,No,Yes,By Bldg Owner,,,Yes,No,,,Best Pest,11am-10pm,10:30am-10pm,10:30am-10pm,10:30am-10pm,10:30am-10pm,10:30am-10pm,11am-10pm
27199,"1357 Cambridge St,  Cambridge, MA 02139",42.3737,-71.1001,POINT (-71.100144 42.373746),Complete,9/30/19,12/12/19,cillistifiann inc,the druid,Alcohol,,FALSE,No,10/6/21,11/20/18,5/3/23,,,,FALSE,FALSE,FALSE,TRUE,,,99,Cassella,Yes,Yes,No,Yes,na,Yes,Cassella ,,FALSE,Yes,Yes,1,Life Cycle ,A1 Exterminator ,11:00-2:00A,10:00-2AM,10:00AM-2:00A,10:00-2AM,10:00AM=2:00AM,10:00-2AM,10:00-2:0AM
